token,label_1,label_2,labels (1),30 classes,99.93% completed,labels (2),1,0.02% completed,Notes
marked,b-field,,,,,,,,
',O,,,,,,,,
freight,b-field,,,,,,,,
payable,i-field,,,,,,,,
as,O,,,,,,,,
per,b-field,,,,,,,,
charter,b-document,,,,,,,,
party,i-document,,,,,,,,
',O,,,,,,,,
and,b-and,,,,,,,,
notify,b-document,,,,,,,,
to,O,,,,,,,,
order,O,,,,,,,,
.,O,,,,,,,,
3,O,,,,,,,,
),O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
analysis,i-document,,,,,,,,
in,i-document,,,,,,,,
triplicate,i-field,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
beneficiary,b-actor,,,,,,,,
certifying,O,,,,,,,,
the,O,,,,,,,,
analysis,b-document,,,,,,,,
result,i-field,,,,,,,,
at,b-by,,,,,,,,
port,b-field,,,,,,,,
of,i-field,,,,,,,,
loading,i-field,,,,,,,,
.,O,,,,,,,,
4,O,,,,,,,,
),O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
origin,i-document,,,,,,,,
in,i-document,,,,,,,,
triplicate,i-field,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
beneficiary,b-actor,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
product,b-goods,,,,,,,,
is,O,,,,,,,,
of,b-of,,,,,,,,
australian,b-field,,,,,,,,
origin,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
5,b-field,,,,,,,,
),O,,,,,,,,
draft,b-document,,,,,,,,
survey,i-document,,,,,,,,
report,i-document,,,,,,,,
and,b-and,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
weight,i-field,,,,,,,,
in,i-document,,,,,,,,
triplicate,i-field,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
beneficiary,b-actor,,,,,,,,
certifying,O,,,,,,,,
the,O,,,,,,,,
draft,b-field,,,,,,,,
weight,i-field,,,,,,,,
shipped,i-field,,,,,,,,
at,i-field,,,,,,,,
port,b-field,,,,,,,,
of,i-field,,,,,,,,
loading,i-field,,,,,,,,
.,O,,,,,,,,
=++,b-field,,,,,,,,
part,O,,,,,,,,
b,O,,,,,,,,
:,O,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
event,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
final,b-field,,,,,,,,
shipment,i-field,,,,,,,,
value,i-field,,,,,,,,
calculated,O,,,,,,,,
based,O,,,,,,,,
on,b-and,,,,,,,,
final,b-field,,,,,,,,
price,i-field,,,,,,,,
is,O,,,,,,,,
higher,b-field,,,,,,,,
than,i-field,,,,,,,,
the,O,,,,,,,,
provisional,b-field,,,,,,,,
invoice,i-document,,,,,,,,
value,i-field,,,,,,,,
quoted,i-field,,,,,,,,
in,b-in,,,,,,,,
the,O,,,,,,,,
previous,b-field,,,,,,,,
drawing,i-field,,,,,,,,
under,O,,,,,,,,
this,O,,,,,,,,
credit,i-document,,,,,,,,
",",b-with,,,,,,,,
the,O,,,,,,,,
excess,b-field,,,,,,,,
amount,i-field,,,,,,,,
is,O,,,,,,,,
payable,O,,,,,,,,
against,O,,,,,,,,
presentation,O,,,,,,,,
of,O,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
drafts,i-field,,,,,,,,
and,b-and,,,,,,,,
the,O,,,,,,,,
following,O,,,,,,,,
documents,O,,,,,,,,
within,O,,,,,,,,
the,O,,,,,,,,
validity,b-field,,,,,,,,
of,O,,,,,,,,
the,O,,,,,,,,
credit,b-document,,,,,,,,
:,O,,,,,,,,
(,O,,,,,,,,
a,O,,,,,,,,
),O,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
signed,b-field,,,,,,,,
price,i-field,,,,,,,,
(,i-field,,,,,,,,
and,b-and,,,,,,,,
/,O,,,,,,,,
or,O,,,,,,,,
),O,,,,,,,,
freight,b-document,,,,,,,,
adjustment,i-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
originals,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,b-field,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
originals,i-field,,,,,,,,
and,b-and,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
.,O,,,,,,,,
2,b-field,,,,,,,,
),O,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
originals,i-field,,,,,,,,
and,b-and,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
.,O,,,,,,,,
3,O,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
original,b-field,,,,,,,,
clean,b-document,,,,,,,,
',i-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
',i-document,,,,,,,,
ocean,i-document,,,,,,,,
bills,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
shipper,b-actor,,,,,,,,
",",b-and,,,,,,,,
endorsed,b-field,,,,,,,,
in,b-in,,,,,,,,
blank,b-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
freight,i-field,,,,,,,,
prepaid,i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
applicant,i-actor,,,,,,,,
mentioning,O,,,,,,,,
this,O,,,,,,,,
dc,b-field,,,,,,,,
no,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
(,i-field,,,,,,,,
s,i-field,,,,,,,,
),O,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
the,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
and,b-and,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
name,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
indicating,O,,,,,,,,
l,b-field,,,,,,,,
/,i-field,,,,,,,,
c,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
and,b-and,,,,,,,,
contract,b-field,,,,,,,,
no,i-field,,,,,,,,
.:,i-field,,,,,,,,
pof8542003shl,i-field,,,,,,,,
.,i-field,,,,,,,,
2,i-field,,,,,,,,
),i-field,,,,,,,,
1,b-field,,,,,,,,
/,i-field,,,,,,,,
3,i-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
3,b-field,,,,,,,,
non,b-field,,,,,,,,
-,i-field,,,,,,,,
negotiable,i-field,,,,,,,,
copies,i-field,,,,,,,,
of,b-of,,,,,,,,
ocean,b-field,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
',i-field,,,,,,,,
to,b-field,,,,,,,,
order,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
',i-field,,,,,,,,
freight,i-field,,,,,,,,
prepaid,i-field,,,,,,,,
",",b-and,,,,,,,,
notified,O,,,,,,,,
:,O,,,,,,,,
g,b-actor,,,,,,,,
company,i-field,,,,,,,,
ltd,i-field,,,,,,,,
hualin,i-actor,,,,,,,,
town,i-field,,,,,,,,
mudan,i-field,,,,,,,,
city,i-field,,,,,,,,
heilongjiang,i-field,,,,,,,,
15744032,i-field,,,,,,,,
p,i-field,,,,,,,,
.,i-field,,,,,,,,
r,i-field,,,,,,,,
.,i-field,,,,,,,,
china,i-field,,,,,,,,
3,O,,,,,,,,
),i-field,,,,,,,,
insurance,b-field,,,,,,,,
policy,i-field,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
issued,O,,,,,,,,
in,b-in,,,,,,,,
full,b-field,,,,,,,,
set,i-field,,,,,,,,
blank,i-field,,,,,,,,
endorsed,O,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
invoice,i-document,,,,,,,,
value,i-field,,,,,,,,
plus,b-and,,,,,,,,
10percent,b-field,,,,,,,,
covering,O,,,,,,,,
marine,b-field,,,,,,,,
risks,i-field,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
institute,b-field,,,,,,,,
cargo,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
a,i-field,,,,,,,,
),i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
82,i-field,,,,,,,,
and,b-and,,,,,,,,
institute,b-field,,,,,,,,
war,i-document,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
82,i-field,,,,,,,,
",",b-and,,,,,,,,
institute,b-field,,,,,,,,
strike,i-document,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
82,i-field,,,,,,,,
.,O,,,,,,,,
.,O,,,,,,,,
it,O,,,,,,,,
shall,O,,,,,,,,
mention,O,,,,,,,,
that,O,,,,,,,,
transshipment,b-field,,,,,,,,
risk,i-field,,,,,,,,
is,O,,,,,,,,
covered,b-field,,,,,,,,
and,O,,,,,,,,
also,O,,,,,,,,
indicate,O,,,,,,,,
that,O,,,,,,,,
claims,b-document,,,,,,,,
payable,i-field,,,,,,,,
in,b-in,,,,,,,,
/,i-field,,,,,,,,
at,b-field,,,,,,,,
china,b-field,,,,,,,,
/,b-or,,,,,,,,
destination,b-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
4,b-field,,,,,,,,
),O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
/,b-or,,,,,,,,
weight,b-field,,,,,,,,
memo,i-document,,,,,,,,
issue,i-document,,,,,,,,
to,b-to,,,,,,,,
giti,b-actor,,,,,,,,
tire,i-actor,,,,,,,,
(,i-actor,,,,,,,,
hualin,i-actor,,,,,,,,
),i-actor,,,,,,,,
company,i-actor,,,,,,,,
ltd,i-actor,,,,,,,,
in,O,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
(,i-field,,,,,,,,
s,i-field,,,,,,,,
),O,,,,,,,,
indicating,O,,,,,,,,
quantity,b-field,,,,,,,,
/,b-or,,,,,,,,
gross,b-field,,,,,,,,
and,b-and,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
packing,b-field,,,,,,,,
conditions,i-field,,,,,,,,
.,O,,,,,,,,
5,O,,,,,,,,
),O,,,,,,,,
1,O,,,,,,,,
original,b-field,,,,,,,,
beneficiary,b-document,,,,,,,,
certificate,i-document,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
2,b-field,,,,,,,,
/,i-field,,,,,,,,
3,i-field,,,,,,,,
original,b-field,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
had,O,,,,,,,,
been,O,,,,,,,,
sent,O,,,,,,,,
directly,O,,,,,,,,
to,b-to,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
notify,b-actor,,,,,,,,
party,i-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
triplicate,i-field,,,,,,,,
quoting,O,,,,,,,,
dc,b-field,,,,,,,,
issuing,i-field,,,,,,,,
bank,i-field,,,,,,,,
',i-field,,,,,,,,
s,i-field,,,,,,,,
name,i-field,,,,,,,,
",",b-and,,,,,,,,
sales,b-document,,,,,,,,
contract,i-field,,,,,,,,
no,i-field,,,,,,,,
:,i-field,,,,,,,,
es,i-field,,,,,,,,
-,i-field,,,,,,,,
2247,i-field,,,,,,,,
-,i-field,,,,,,,,
1,i-field,,,,,,,,
dated,O,,,,,,,,
:,i-field,,,,,,,,
14th,i-field,,,,,,,,
november,i-field,,,,,,,,
2019,i-field,,,,,,,,
and,b-and,,,,,,,,
dc,b-field,,,,,,,,
number,i-field,,,,,,,,
.,O,,,,,,,,
2,b-field,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
shipped,O,,,,,,,,
on,i-field,,,,,,,,
board,i-document,,,,,,,,
ocean,i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
originals,i-field,,,,,,,,
plus,b-and,,,,,,,,
3,b-field,,,,,,,,
non,i-field,,,,,,,,
negotiable,i-field,,,,,,,,
copies,i-field,,,,,,,,
marked,i-field,,,,,,,,
freight,i-field,,,,,,,,
prepaid,i-field,,,,,,,,
",",b-and,,,,,,,,
consigned,b-field,,,,,,,,
and,b-and,,,,,,,,
notify,O,,,,,,,,
to,O,,,,,,,,
pt,i-actor,,,,,,,,
.,i-actor,,,,,,,,
kewalram,i-actor,,,,,,,,
indonesia,i-actor,,,,,,,,
",",i-actor,,,,,,,,
jalan,i-actor,,,,,,,,
raya,i-actor,,,,,,,,
rancaekek,i-actor,,,,,,,,
km,i-actor,,,,,,,,
25,i-actor,,,,,,,,
",",i-actor,,,,,,,,
cimanggung,i-actor,,,,,,,,
sumedang,i-actor,,,,,,,,
",",i-actor,,,,,,,,
indonesia,i-actor,,,,,,,,
.,i-actor,,,,,,,,
npwp,i-field,,,,,,,,
no,i-actor,,,,,,,,
.,i-actor,,,,,,,,
1,i-actor,,,,,,,,
.,i-field,,,,,,,,
1,i-actor,,,,,,,,
.,i-field,,,,,,,,
743,i-field,,,,,,,,
.,i-field,,,,,,,,
2,i-field,,,,,,,,
-,i-field,,,,,,,,
57,i-field,,,,,,,,
.,i-field,,,,,,,,
0,i-field,,,,,,,,
3,i-field,,,,,,,,
),O,,,,,,,,
detailed,b-document,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
in,b-in,,,,,,,,
1,b-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
1,b-field,,,,,,,,
copy,i-field,,,,,,,,
.,O,,,,,,,,
4,b-field,,,,,,,,
),O,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
certificate,i-document,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
they,O,,,,,,,,
have,O,,,,,,,,
sent,O,,,,,,,,
1,b-field,,,,,,,,
original,i-field,,,,,,,,
of,i-document,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
origin,i-document,,,,,,,,
",",b-and,,,,,,,,
1,b-field,,,,,,,,
original,b-field,,,,,,,,
phyto,i-document,,,,,,,,
certificate,i-document,,,,,,,,
and,b-and,,,,,,,,
1,b-field,,,,,,,,
set,O,,,,,,,,
of,O,,,,,,,,
copy,b-document,,,,,,,,
documents,i-document,,,,,,,,
to,b-to,,,,,,,,
p,b-actor,,,,,,,,
indonesia,i-actor,,,,,,,,
",",i-actor,,,,,,,,
jalan,i-actor,,,,,,,,
raya,i-actor,,,,,,,,
ranek,i-actor,,,,,,,,
km,i-actor,,,,,,,,
24,i-actor,,,,,,,,
cgung,i-field,,,,,,,,
sumedang,i-actor,,,,,,,,
indonesia,i-actor,,,,,,,,
.,O,,,,,,,,
5,O,,,,,,,,
),O,,,,,,,,
shipping,b-document,,,,,,,,
advice,i-document,,,,,,,,
indicating,O,,,,,,,,
invoice,b-document,,,,,,,,
number,i-field,,,,,,,,
and,b-and,,,,,,,,
date,b-field,,,,,,,,
",",b-and,,,,,,,,
invoice,b-document,,,,,,,,
amount,i-field,,,,,,,,
and,b-and,,,,,,,,
shipment,b-field,,,,,,,,
details,i-field,,,,,,,,
have,O,,,,,,,,
been,O,,,,,,,,
emailed,O,,,,,,,,
to,b-to,,,,,,,,
marg,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
",",i-field,,,,,,,,
dox,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
and,b-and,,,,,,,,
purchase,b-field,,,,,,,,
(,i-field,,,,,,,,
at,i-field,,,,,,,,
),i-field,,,,,,,,
kctex,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
after,b-after,,,,,,,,
shipment,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
(,i-field,,,,,,,,
s,i-field,,,,,,,,
),O,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
the,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
and,O,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
name,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
indicating,O,,,,,,,,
l,b-field,,,,,,,,
/,i-field,,,,,,,,
c,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
and,b-and,,,,,,,,
contract,b-field,,,,,,,,
no,i-field,,,,,,,,
.:,i-field,,,,,,,,
pof8502003nah,i-field,,,,,,,,
.,i-field,,,,,,,,
2,i-field,,,,,,,,
),i-field,,,,,,,,
1,b-field,,,,,,,,
/,i-field,,,,,,,,
3,i-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
3,b-field,,,,,,,,
non,b-field,,,,,,,,
-,i-field,,,,,,,,
negotiable,i-field,,,,,,,,
copies,i-field,,,,,,,,
of,b-of,,,,,,,,
ocean,b-field,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
',b-field,,,,,,,,
to,b-field,,,,,,,,
order,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
',i-field,,,,,,,,
freight,b-field,,,,,,,,
prepaid,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
:,i-field,,,,,,,,
g,b-actor,,,,,,,,
company,i-actor,,,,,,,,
ltd,i-actor,,,,,,,,
p,i-field,,,,,,,,
.,i-field,,,,,,,,
r,i-field,,,,,,,,
.,i-field,,,,,,,,
china,i-field,,,,,,,,
3,O,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
insurance,i-field,,,,,,,,
policy,i-field,,,,,,,,
or,b-or,,,,,,,,
certificate,b-field,,,,,,,,
blank,i-field,,,,,,,,
endorsed,O,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
invoice,i-field,,,,,,,,
value,i-field,,,,,,,,
plus,b-and,,,,,,,,
10percent,b-field,,,,,,,,
covering,O,,,,,,,,
marine,b-field,,,,,,,,
risks,i-field,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
institute,b-field,,,,,,,,
cargo,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
a,i-field,,,,,,,,
),i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
82,i-field,,,,,,,,
and,b-and,,,,,,,,
institute,b-field,,,,,,,,
war,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
82,i-field,,,,,,,,
",",b-and,,,,,,,,
institute,b-field,,,,,,,,
strike,i-document,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
1,i-field,,,,,,,,
/,i-field,,,,,,,,
82,i-field,,,,,,,,
",",O,,,,,,,,
it,O,,,,,,,,
shall,O,,,,,,,,
mention,O,,,,,,,,
that,O,,,,,,,,
transshipment,b-field,,,,,,,,
risk,i-document,,,,,,,,
is,O,,,,,,,,
covered,O,,,,,,,,
and,O,,,,,,,,
also,O,,,,,,,,
indicate,O,,,,,,,,
that,O,,,,,,,,
claims,b-document,,,,,,,,
payable,i-field,,,,,,,,
in,i-field,,,,,,,,
/,i-field,,,,,,,,
at,i-field,,,,,,,,
china,b-field,,,,,,,,
/,i-field,,,,,,,,
destination,b-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
4,b-field,,,,,,,,
),O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
/,b-or,,,,,,,,
weight,b-field,,,,,,,,
memo,i-document,,,,,,,,
issue,i-document,,,,,,,,
to,b-to,,,,,,,,
giti,b-actor,,,,,,,,
radial,i-actor,,,,,,,,
tire,i-actor,,,,,,,,
(,i-actor,,,,,,,,
anhui,i-actor,,,,,,,,
),i-actor,,,,,,,,
company,i-actor,,,,,,,,
ltd,i-actor,,,,,,,,
in,O,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
(,i-field,,,,,,,,
s,i-field,,,,,,,,
),O,,,,,,,,
indicating,O,,,,,,,,
quantity,b-field,,,,,,,,
/,b-and,,,,,,,,
gross,b-field,,,,,,,,
and,b-and,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
packing,b-field,,,,,,,,
conditions,i-field,,,,,,,,
.,O,,,,,,,,
5,O,,,,,,,,
),O,,,,,,,,
1,O,,,,,,,,
original,b-field,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
certificate,i-document,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
2,b-field,,,,,,,,
/,i-field,,,,,,,,
3,i-field,,,,,,,,
original,i-field,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
had,O,,,,,,,,
been,O,,,,,,,,
sent,O,,,,,,,,
directly,O,,,,,,,,
to,b-to,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
notify,b-actor,,,,,,,,
party,i-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
one,b-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
three,b-field,,,,,,,,
copies,i-field,,,,,,,,
of,b-of,,,,,,,,
beneficiary,b-document,,,,,,,,
signed,i-field,,,,,,,,
provisional,b-document,,,,,,,,
invoice,i-document,,,,,,,,
or,b-or,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
for,O,,,,,,,,
the,O,,,,,,,,
entire,b-field,,,,,,,,
quantity,i-field,,,,,,,,
showing,O,,,,,,,,
the,O,,,,,,,,
name,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
carrying,i-field,,,,,,,,
vessel,i-field,,,,,,,,
",",b-and,,,,,,,,
date,b-field,,,,,,,,
of,i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
",",b-and,,,,,,,,
the,O,,,,,,,,
actual,b-field,,,,,,,,
tonnage,i-field,,,,,,,,
shipped,i-field,,,,,,,,
and,b-and,,,,,,,,
the,O,,,,,,,,
total,b-field,,,,,,,,
value,i-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
shipment,i-field,,,,,,,,
along,b-and,,,,,,,,
with,O,,,,,,,,
calculation,b-field,,,,,,,,
for,i-field,,,,,,,,
value,b-field,,,,,,,,
of,i-field,,,,,,,,
shipment,i-field,,,,,,,,
",",O,,,,,,,,
calculated,O,,,,,,,,
on,O,,,,,,,,
the,O,,,,,,,,
basis,O,,,,,,,,
of,O,,,,,,,,
the,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
sampling,i-document,,,,,,,,
and,b-and,,,,,,,,
analysis,i-document,,,,,,,,
based,O,,,,,,,,
on,O,,,,,,,,
the,O,,,,,,,,
applicable,O,,,,,,,,
price,i-field,,,,,,,,
adjustment,i-field,,,,,,,,
and,b-and,,,,,,,,
indicating,O,,,,,,,,
value,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
goods,b-goods,,,,,,,,
.,O,,,,,,,,
2,O,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
of,O,,,,,,,,
3,b-field,,,,,,,,
originals,i-field,,,,,,,,
and,b-and,,,,,,,,
3,b-field,,,,,,,,
non,b-field,,,,,,,,
-,i-document,,,,,,,,
negotiable,i-document,,,,,,,,
copies,i-field,,,,,,,,
clean,O,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
bills,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
consigned,O,,,,,,,,
',O,,,,,,,,
to,b-field,,,,,,,,
order,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
marked,i-field,,,,,,,,
',b-field,,,,,,,,
freight,b-field,,,,,,,,
payable,i-field,,,,,,,,
as,O,,,,,,,,
per,b-field,,,,,,,,
charter,b-actor,,,,,,,,
party,i-document,,,,,,,,
',O,,,,,,,,
notifying,b-actor,,,,,,,,
applicant,b-actor,,,,,,,,
.,O,,,,,,,,
3,O,,,,,,,,
),O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
sampling,i-document,,,,,,,,
and,i-document,,,,,,,,
analysis,i-document,,,,,,,,
in,b-in,,,,,,,,
one,b-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
three,b-field,,,,,,,,
copies,i-field,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
s,b-actor,,,,,,,,
limited,i-actor,,,,,,,,
at,i-actor,,,,,,,,
load,b-actor,,,,,,,,
port,i-field,,,,,,,,
.,O,,,,,,,,
4,b-field,,,,,,,,
),O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
weight,i-document,,,,,,,,
